BaseballPitch_g06_c01_00017, 99
BaseballPitch_g06_c01_00033, 91
BaseballPitch_g06_c01_00049, 92
BaseballPitch_g06_c01_00065, 92
BaseballPitch_g06_c01_00081, 90
BaseballPitch_g06_c02_00001, 98
BaseballPitch_g06_c02_00017, 96
BaseballPitch_g06_c02_00033, 95
BaseballPitch_g06_c02_00049, 91
BaseballPitch_g06_c02_00065, 91
BaseballPitch_g06_c03_00001, 89
BaseballPitch_g06_c03_00017, 65
BaseballPitch_g06_c03_00033, 63
BaseballPitch_g06_c03_00049, 68
BaseballPitch_g06_c03_00065, 67
BaseballPitch_g06_c03_00081, 64
BaseballPitch_g06_c04_00001, 68
BaseballPitch_g06_c04_00017, 63
BaseballPitch_g06_c05_00001, 61
BaseballPitch_g06_c05_00017, 60
BaseballPitch_g06_c05_00033, 66
BaseballPitch_g06_c06_00001, 69
BaseballPitch_g06_c06_00017, 69
BaseballPitch_g06_c06_00033, 63
BaseballPitch_g06_c07_00001, 54
BaseballPitch_g06_c07_00017, 93
BaseballPitch_g06_c07_00033, 91
BaseballPitch_g06_c07_00049, 92
BaseballPitch_g06_c07_00065, 92
BaseballPitch_g07_c01_00001, 90
